"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"Principal SAM Strategic Growth R2","","FSUSA004PH","0C00001Z52","Principal Funds","BN000009RO","Principal","2007-01-16","","2021-03-01","Merged","Principal SAM Strategic Growth R3","US74254V4068","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","Yes","No","","Principal Global Investors LLC","United States","Todd A. Jablonski;Brody Dass;Yesim Tokat-Acikel;","No","SACAX","Principal SAM Strategic Growth A","No","","No","No","","","-56,463.28","158,119.63","","","","2,273,820.00","2,321,126.00","2,364,567.00","2,456,176.00","2,303,905.00","2,450,523.00","2,478,325.00","2,455,957.00","2,377,611.00","2,439,023.00","2,503,752.00","2,540,220.00","2,559,070.00","2,375,561.00","2,063,864.00","2,297,509.00","2,406,829.00","2,478,992.00","2,647,773.00","2,762,484.00","2,694,289.00","2,656,538.00","2,970,421.00","3,095,096.00","3,131,414.00","3,232,452.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/Mellon Capital 10 x 10 A","","FSUSA082LM","0C00002YOU","Jackson National","BN0000095W","Jackson","2007-04-30","","2019-06-24","Merged","JNL/Mellon Index 5 A","US46648M5812","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","Yes","No","","Jackson National Asset Management LLC","United States","","Yes","","JNL/Mellon Capital 10 x 10 A","No","","No","No","","","","","","","","431,310,194.00","438,922,516.00","435,083,478.00","439,736,559.00","408,643,122.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lord Abbett Multi-Asset Focused Gr F","","FSUSA06IO3","0C00001YRZ","Lord Abbett","BN000009AU","Lord Abbett","2007-09-28","","2018-07-13","Merged","Lord Abbett Multi-Asset Growth F","US5439162661","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","Yes","No","","Lord, Abbett & Co LLC","United States","Giulio A. Martini;Robert A. Lee;David B. Ritt;Jeffrey O. Herzog;","No","","Lord Abbett Multi-Asset Focused Gr I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lord Abbett Multi-Asset Focused Gr R2","","FSUSA06IO3","0C00001YRZ","Lord Abbett","BN000009AU","Lord Abbett","2007-09-28","","2018-07-13","Merged","Lord Abbett Multi-Asset Growth R2","US5439162588","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","Yes","No","","Lord, Abbett & Co LLC","United States","Giulio A. Martini;Robert A. Lee;David B. Ritt;Jeffrey O. Herzog;","No","","Lord Abbett Multi-Asset Focused Gr I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lord Abbett Multi-Asset Focused Gr R3","","FSUSA06IO3","0C00001YRZ","Lord Abbett","BN000009AU","Lord Abbett","2007-09-28","","2018-07-13","Merged","Lord Abbett Multi-Asset Growth R3","US5439162414","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","Yes","No","","Lord, Abbett & Co LLC","United States","Giulio A. Martini;Robert A. Lee;David B. Ritt;Jeffrey O. Herzog;","No","","Lord Abbett Multi-Asset Focused Gr I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yorktown Master Allocation A","","FSUSA09OG4","0C00001YPJ","Yorktown Funds","BN000007RY","Yorktown Funds","2009-03-19","","2023-08-25","Merged","Yorktown Growth A","US0288378708","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","No","No","","Yorktown Management & Research Co Inc","United States","David D. Basten;David M. Basten;Brentz East;","Yes","","Yorktown Master Allocation A","No","","No","No","","","-1,286,928.20","-516,521.21","-378,498.71","669,015.75","","3,726,749.00","3,704,706.00","3,583,784.00","3,482,598.00","3,111,195.00","3,245,225.00","3,200,078.00","3,003,420.00","2,986,521.00","2,967,446.00","2,818,541.00","2,771,472.00","2,652,325.00","2,401,390.00","2,095,986.00","2,216,771.00","2,320,077.00","2,304,365.00","2,329,721.00","2,409,069.00","2,281,947.00","2,254,515.00","2,520,073.00","2,635,090.00","2,675,730.00","2,840,935.00","2,779,698.00","2,823,583.00","2,734,005.00","2,714,864.00","2,706,860.00","2,712,080.00","2,543,471.00","2,699,181.00","2,580,731.00","2,566,587.00","2,543,506.00","2,515,206.00","2,419,328.00","2,582,074.00","2,506,089.00","2,263,727.00","2,438,052.00","2,327,355.00","2,339,429.00","2,438,344.00","2,537,015.00","2,311,078.00","2,324,544.00","2,303,386.00","2,276,879.00","1,976,144.00","1,707,066.00","1,842,498.00","1,909,503.00","","","","",""
"Yorktown Master Allocation L","","FSUSA09OG4","0C00001YPJ","Yorktown Funds","BN000007RY","Yorktown Funds","2009-03-19","","2023-08-25","Merged","Yorktown Growth L","US0288371026","","","","","Open-End Fund","Allocation","US Fund Aggressive Allocation","No","No","No","","Yorktown Management & Research Co Inc","United States","David D. Basten;David M. Basten;Brentz East;","No","","Yorktown Master Allocation A","No","","No","No","","","-1,646,303.89","-958,338.33","212,467.54","1,040,726.23","","6,886,810.00","6,944,819.00","6,670,940.00","6,599,702.00","6,022,971.00","6,242,402.00","6,221,353.00","5,951,312.00","5,975,354.00","6,014,836.00","5,890,922.00","5,837,294.00","5,596,494.00","5,056,828.00","4,368,114.00","4,774,866.00","5,003,501.00","5,189,137.00","5,408,517.00","5,645,885.00","5,398,037.00","5,219,430.00","5,487,540.00","5,716,434.00","5,817,752.00","5,765,514.00","5,950,108.00","6,245,404.00","6,175,566.00","6,414,446.00","6,578,327.00","6,702,737.00","6,310,732.00","6,701,517.00","6,446,839.00","6,564,285.00","5,852,534.00","5,853,213.00","5,822,893.00","5,927,241.00","6,108,558.00","5,592,804.00","6,132,645.00","5,698,567.00","5,204,240.00","5,412,016.00","5,669,369.00","5,266,102.00","5,582,584.00","5,466,926.00","5,260,820.00","5,083,690.00","5,146,689.00","5,531,145.00","5,657,000.00","","","","",""
"Russell Inv Global Infrastructure E","","FSUSA0AQKR","0C00001YWW","Russell","BN000009W4","Russell Investments","2010-09-30","","2020-07-09","Merged","Russell Inv Global Infrastructure S","US7824942566","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Russell Investment Management, LLC","United States","Patrick Nikodem","No","RGIYX","Russell Inv Global Infrastructure Y","Yes","Cohen & Steers Asia Limited;Cohen & Steers UK Limited;Cohen & Steers Capital Management, Inc.;Nuveen Asset Management, LLC;First Sentier Investors (Australia) Im Ltd;","No","No","","","-280,926.80","","","","","501,545.00","511,191.00","507,956.00","478,611.00","473,428.00","485,229.00","464,015.00","461,667.00","457,074.00","342,692.00","332,037.00","300,250.00","305,611.00","277,633.00","216,479.00","234,599.00","244,890.00","242,564.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Columbia Global Infrastructure Inst","","FSUSA09G1K","0C00001YQG","Columbia Threadneedle","BN000008GG","Columbia Threadneedle","2010-09-27","","2020-07-10","Merged","Columbia Global Value Inst","US19766F7794","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Columbia Mgmt Investment Advisers, LLC","United States","","No","","Columbia Global Infrastructure I","No","","No","No","","","-13,482,189.35","","","","","41,337,988.00","40,629,748.00","40,629,620.00","40,310,434.00","37,711,281.00","39,041,270.00","37,696,065.00","37,575,652.00","37,397,352.00","36,624,945.00","35,850,365.00","36,124,711.00","35,033,099.00","32,010,793.00","25,488,136.00","26,267,157.00","25,720,262.00","25,123,337.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brookfield Global Listed InfrastructureI","","FSUSA0BFZ5","0C00008RIA","Brookfield Investment Funds","BN00000BZ3","Brookfield","2011-11-30","","2021-04-30","Merged","Brookfield Global Listed InfrastructureI","US1127407096","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Brookfield Public Securities Group LLC","United States","Leonardo Anguiano;Tom Miller;","No","BGLYX","Brookfield Global Listed InfrastructureI","No","","No","No","","","-8,578,374.83","32,371,756.81","","","","127,709,320.00","130,418,085.00","132,011,496.00","127,061,339.00","124,988,366.00","125,463,894.00","125,640,808.00","126,901,904.00","129,635,293.00","128,858,921.00","128,676,860.00","135,899,795.00","138,416,806.00","131,338,099.00","110,892,371.00","116,186,712.00","123,569,751.00","116,899,074.00","122,934,886.00","128,195,881.00","125,856,190.00","125,449,056.00","165,671,826.00","164,000,469.00","229,932,935.00","235,451,926.00","255,187,051.00","134,097,853.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Securian AM Real Asset Income Instl","","FS00009OVB","0C00004AL9","Liberty Street","BN00000C84","Liberty Street","2012-09-12","","2022-07-22","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Liberty Street Advisors Inc","United States","","Yes","","Securian AM Real Asset Income Instl","Yes","Securian Asset Management, Inc.","No","No","","","-4,554,227.33","-709,760.24","-7,583,573.47","","","78,704,516.00","79,321,790.00","81,351,862.00","81,010,255.00","80,435,865.00","81,870,178.00","82,349,120.00","83,615,031.00","85,136,849.00","85,060,540.00","81,142,348.00","81,520,377.00","82,265,341.00","76,124,097.00","57,936,337.00","63,656,087.00","65,249,066.00","65,102,465.00","67,521,864.00","67,951,195.00","66,085,088.00","65,726,822.00","71,198,723.00","72,720,924.00","72,419,771.00","68,578,509.00","72,163,308.00","76,331,783.00","77,270,333.00","79,105,037.00","80,769,959.00","81,718,303.00","78,778,549.00","82,763,748.00","78,534,767.00","83,415,966.00","80,984,008.00","80,025,738.00","83,914,789.00","64,071,268.00","29,312,968.00","27,157,867.00","","","","","","","","","","","","","","","","","",""
"Columbia Global Infrastructure Adv","","FSUSA09G1K","0C00001YQG","Columbia Threadneedle","BN000008GG","Columbia Threadneedle","2013-03-19","","2020-07-10","Merged","Columbia Global Value Adv","US19766F8297","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Columbia Mgmt Investment Advisers, LLC","United States","","No","","Columbia Global Infrastructure I","No","","No","No","","","-99,214.85","","","","","1,679,718.00","1,687,202.00","1,715,983.00","1,895,078.00","1,704,643.00","1,819,567.00","1,779,898.00","1,781,752.00","1,792,787.00","1,831,187.00","1,828,205.00","1,847,612.00","1,915,924.00","1,757,819.00","1,503,929.00","1,529,052.00","1,612,643.00","1,626,594.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin Global Listed Infras R6","","FS0000A7Z4","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2013-09-06","","2019-11-06","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Franklin Templeton Institutional, LLC","United States","","Yes","","Franklin Global Listed Infras R6","No","","","","","","","","","","","1,288,985.00","1,234,953.00","1,265,871.00","1,362,892.00","1,535,935.00","1,564,414.00","1,532,180.00","946,312.00","662,825.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin Global Listed Infras C","","FS0000A7Z4","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2013-09-06","","2019-11-06","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Franklin Templeton Institutional, LLC","United States","","No","","Franklin Global Listed Infras R6","No","","","","","","","","","","","6,897,165.00","6,930,704.00","7,082,009.00","7,054,713.00","6,821,489.00","7,133,580.00","7,109,048.00","6,675,480.00","5,711,425.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin Global Listed Infras R","","FS0000A7Z4","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2013-09-06","","2019-11-06","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Franklin Templeton Institutional, LLC","United States","","No","","Franklin Global Listed Infras R6","No","","","","","","","","","","","78,948.00","80,748.00","83,530.00","84,879.00","84,762.00","89,586.00","88,411.00","85,090.00","86,363.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin Global Listed Infras A","","FS0000A7Z4","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2013-09-06","","2019-11-06","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Franklin Templeton Institutional, LLC","United States","","No","","Franklin Global Listed Infras R6","No","","","","","","","","","","","45,347,366.00","46,449,070.00","47,891,398.00","48,474,995.00","48,333,952.00","50,900,837.00","46,293,407.00","42,523,365.00","38,741,834.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Franklin Global Listed Infras Adv","","FS0000A7Z4","0C00004AKN","Franklin Templeton Investments","BN000008U9","Franklin Templeton","2013-09-06","","2019-11-06","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Franklin Templeton Institutional, LLC","United States","","No","","Franklin Global Listed Infras R6","No","","","","","","","","","","","7,036,951.00","6,527,767.00","6,411,682.00","6,432,902.00","6,447,716.00","6,921,600.00","6,587,528.00","5,381,407.00","4,670,152.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dreyfus Global Infrastructure A","","FS0000B3HM","0C00001YQQ","Dreyfus","BN000008LK","Dreyfus","2015-03-30","","2018-03-27","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","BNY Mellon Investment Funds VII, Inc.","United States","Theodore W. Brooks","No","","Dreyfus Global Infrastructure I","Yes","CSIM Investment Management LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dreyfus Global Infrastructure C","","FS0000B3HM","0C00001YQQ","Dreyfus","BN000008LK","Dreyfus","2015-03-30","","2018-03-27","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","BNY Mellon Investment Funds VII, Inc.","United States","Theodore W. Brooks","No","","Dreyfus Global Infrastructure I","Yes","CSIM Investment Management LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dreyfus Global Infrastructure I","","FS0000B3HM","0C00001YQQ","Dreyfus","BN000008LK","Dreyfus","2015-03-30","","2018-03-27","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","BNY Mellon Investment Funds VII, Inc.","United States","Theodore W. Brooks","Yes","","Dreyfus Global Infrastructure I","Yes","CSIM Investment Management LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dreyfus Global Infrastructure Y","","FS0000B3HM","0C00001YQQ","Dreyfus","BN000008LK","Dreyfus","2015-03-30","","2018-03-27","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","BNY Mellon Investment Funds VII, Inc.","United States","Theodore W. Brooks","No","","Dreyfus Global Infrastructure I","Yes","CSIM Investment Management LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Goldman Sachs Global Infras R","","FS0000BY97","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2016-06-27","","2023-07-14","Liquidated","","","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Goldman Sachs Asset Management, L.P.","United States","Kristin Kuney;Abhinav Zutshi;","No","GGIJX","Goldman Sachs Global Infras R6","No","","No","No","","","39.32","40.67","52.05","72.85","","27,874.00","28,616.00","29,676.00","29,926.00","29,956.00","31,076.00","30,823.00","31,732.00","32,125.00","32,125.00","31,861.00","33,359.00","34,057.00","31,862.00","27,582.00","29,444.00","30,854.00","30,470.00","31,249.00","30,977.00","30,101.00","29,677.00","31,888.00","31,938.00","31,537.00","31,063.00","33,037.00","34,647.00","34,921.00","35,098.00","35,465.00","36,060.00","34,610.00","36,141.00","34,719.00","37,003.00","35,760.00","35,677.00","37,945.00","36,609.00","37,736.00","34,971.00","37,164.00","35,698.00","31,299.00","32,647.00","35,522.00","34,097.00","35,815.00","33,959.00","34,792.00","35,802.00","33,337.00","34,463.00","","","","","",""
"Invesco Oppenheimer Glbl Infras A","","FS0000CCWY","0C00006B4V","Invesco","BN0000094U","Invesco","2016-05-26","","2020-04-17","Merged","Invesco Global Infrastructure A","US00888Y2688","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Oppenheimer Glbl Infras R6","Yes","Invesco Asset Management Ltd","No","No","","","60,874.90","","","","","16,749,385.00","17,010,498.00","17,404,935.00","17,492,970.00","17,237,114.00","18,253,290.00","17,884,570.00","17,892,337.00","18,215,677.00","18,672,261.00","18,389,517.00","19,052,375.00","19,320,001.00","17,709,112.00","14,216,275.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Invesco Oppenheimer Glbl Infras C","","FS0000CCWY","0C00006B4V","Invesco","BN0000094U","Invesco","2016-05-26","","2020-04-17","Merged","Invesco Global Infrastructure C","US00888Y2506","","","","","Open-End Fund","Sector Equity","US Fund Infrastructure","No","No","No","","Invesco Advisers, Inc.","United States","","No","","Invesco Oppenheimer Glbl Infras R6","Yes","Invesco Asset Management Ltd","No","No","","","-418,721.07","","","","","1,674,771.00","1,650,440.00","1,675,950.00","1,650,278.00","1,600,837.00","1,371,678.00","1,342,807.00","1,376,771.00","1,399,697.00","1,380,650.00","1,394,745.00","1,460,307.00","1,463,962.00","1,315,088.00","1,023,395.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
